country,year,sex,age,suicides_no,population
Republic of Korea,2007,female,25-34 years,908.0,3988315.0
Republic of Korea,2007,female,35-54 years,1297.0,8058659.0
Republic of Korea,2007,female,5-14 years,28.0,3108585.0
Republic of Korea,2007,female,55-74 years,984.0,4009684.0
Republic of Korea,2007,female,75+ years,743.0,1052764.0
Republic of Korea,2007,male,15-24 years,410.0,3478791.0
Republic of Korea,2007,male,25-34 years,997.0,4158963.0
Republic of Korea,2007,male,35-54 years,2902.0,8320051.0
Republic of Korea,2007,male,5-14 years,25.0,3457021.0
Republic of Korea,2007,male,55-74 years,2553.0,3510578.0
Republic of Korea,2007,male,75+ years,860.0,497517.0
Republic of Korea,2008,female,15-24 years,410.0,3128527.0
Republic of Korea,2008,female,25-34 years,943.0,3931977.0
Republic of Korea,2008,female,35-54 years,1500.0,8209985.0
Republic of Korea,2008,female,5-14 years,26.0,3008336.0
Republic of Korea,2008,female,55-74 years,964.0,4138869.0
Republic of Korea,2008,female,75+ years,755.0,1118039.0
Republic of Korea,2008,male,15-24 years,481.0,3456651.0
Republic of Korea,2008,male,25-34 years,977.0,4106089.0
Republic of Korea,2008,male,35-54 years,3265.0,8479364.0
Republic of Korea,2008,male,5-14 years,23.0,3330584.0
Republic of Korea,2008,male,55-74 years,2686.0,3658864.0
Republic of Korea,2008,male,75+ years,828.0,534462.0
Republic of Korea,2009,female,15-24 years,460.0,3120462.0
Republic of Korea,2009,female,25-34 years,1121.0,3844207.0
Republic of Korea,2009,female,35-54 years,1780.0,8350429.0
Republic of Korea,2009,female,5-14 years,42.0,2908040.0
Republic of Korea,2009,female,55-74 years,1152.0,4264449.0
Republic of Korea,2009,female,75+ years,920.0,1191463.0
Republic of Korea,2009,male,15-24 years,549.0,3472834.0
Republic of Korea,2009,male,25-34 years,1260.0,4022361.0
Republic of Korea,2009,male,35-54 years,4048.0,8621339.0
Republic of Korea,2009,male,5-14 years,39.0,3199206.0
Republic of Korea,2009,male,55-74 years,3025.0,3806592.0
Republic of Korea,2009,male,75+ years,1006.0,578635.0
Republic of Korea,2010,female,15-24 years,372.0,3137470.0
Republic of Korea,2010,female,25-34 years,972.0,3756347.0
Republic of Korea,2010,female,35-54 years,1745.0,8411310.0
Republic of Korea,2010,female,5-14 years,34.0,2793259.0
Republic of Korea,2010,female,55-74 years,1200.0,4424476.0
Republic of Korea,2010,female,75+ years,914.0,1275018.0
Republic of Korea,2010,male,15-24 years,493.0,3509674.0
Republic of Korea,2010,male,25-34 years,1301.0,3936496.0
Republic of Korea,2010,male,35-54 years,4050.0,8681362.0
Republic of Korea,2010,male,5-14 years,27.0,3054724.0
Republic of Korea,2010,male,55-74 years,3298.0,3986626.0
Republic of Korea,2010,male,75+ years,1152.0,631853.0
Republic of Korea,2011,female,15-24 years,347.0,3161440.0
Republic of Korea,2011,female,25-34 years,901.0,3682791.0
Republic of Korea,2011,female,35-54 years,1694.0,8426582.0
Republic of Korea,2011,female,5-14 years,26.0,2677562.0
Republic of Korea,2011,female,55-74 years,1178.0,4598818.0
Republic of Korea,2011,female,75+ years,894.0,1360809.0
Republic of Korea,2011,male,15-24 years,528.0,3543608.0
Republic of Korea,2011,male,25-34 years,1384.0,3868804.0
Republic of Korea,2011,male,35-54 years,4255.0,8696946.0
Republic of Korea,2011,male,5-14 years,30.0,2914466.0
Republic of Korea,2011,male,55-74 years,3393.0,4177826.0
Republic of Korea,2011,male,75+ years,1276.0,688365.0
Republic of Korea,2012,female,15-24 years,299.0,3188031.0
Republic of Korea,2012,female,25-34 years,733.0,3604570.0
Republic of Korea,2012,female,35-54 years,1539.0,8431939.0
Republic of Korea,2012,female,5-14 years,20.0,2582212.0
Republic of Korea,2012,female,55-74 years,1060.0,4778393.0
Republic of Korea,2012,female,75+ years,887.0,1444622.0
Republic of Korea,2012,male,15-24 years,475.0,3573502.0
Republic of Korea,2012,male,25-34 years,1210.0,3795994.0
Republic of Korea,2012,male,35-54 years,3732.0,8693747.0
Republic of Korea,2012,male,5-14 years,28.0,2802575.0
Republic of Korea,2012,male,55-74 years,3039.0,4379584.0
Republic of Korea,2012,male,75+ years,1137.0,745816.0
Republic of Korea,2013,female,15-24 years,283.0,3205797.0
Republic of Korea,2013,female,25-34 years,698.0,3536920.0
Republic of Korea,2013,female,35-54 years,1550.0,8407766.0
Republic of Korea,2013,female,5-14 years,16.0,2502109.0
Republic of Korea,2013,female,55-74 years,1004.0,4970200.0
Republic of Korea,2013,female,75+ years,816.0,1531049.0
Republic of Korea,2013,male,15-24 years,473.0,3589652.0
Republic of Korea,2013,male,25-34 years,1126.0,3731895.0
Republic of Korea,2013,male,35-54 years,4112.0,8662051.0
Republic of Korea,2013,male,5-14 years,21.0,2708467.0
Republic of Korea,2013,male,55-74 years,3136.0,4595358.0
Republic of Korea,2013,male,75+ years,1191.0,806960.0
Republic of Korea,2014,female,15-24 years,257.0,3209671.0
Republic of Korea,2014,female,25-34 years,643.0,3460437.0
Republic of Korea,2014,female,35-54 years,1506.0,8376722.0
Republic of Korea,2014,female,5-14 years,11.0,2424320.0
Republic of Korea,2014,female,55-74 years,961.0,5173521.0
Republic of Korea,2014,female,75+ years,721.0,1627234.0
Republic of Korea,2014,male,15-24 years,453.0,3588494.0
Republic of Korea,2014,male,25-34 years,1133.0,3662939.0
Republic of Korea,2014,male,35-54 years,4085.0,8631486.0
Republic of Korea,2014,male,5-14 years,22.0,2615352.0
Republic of Korea,2014,male,55-74 years,2952.0,4819912.0
Republic of Korea,2014,male,75+ years,1090.0,875829.0
Republic of Korea,2015,female,15-24 years,256.0,3211732.0
Republic of Korea,2015,female,25-34 years,572.0,3353452.0
Republic of Korea,2015,female,35-54 years,1372.0,8337331.0
Republic of Korea,2015,female,5-14 years,14.0,2347429.0
Republic of Korea,2015,female,55-74 years,990.0,5412589.0
Republic of Korea,2015,female,75+ years,750.0,1721418.0
Republic of Korea,2015,male,15-24 years,421.0,3580725.0
Republic of Korea,2015,male,25-34 years,988.0,3573299.0
Republic of Korea,2015,male,35-54 years,3678.0,8593620.0
Republic of Korea,2015,male,5-14 years,17.0,2523952.0
Republic of Korea,2015,male,55-74 years,3123.0,5071921.0
Republic of Korea,2015,male,75+ years,1329.0,944284.0
Russian Federation,1995,female,15-24 years,1003.0,10253200.0
Russian Federation,1995,female,25-34 years,1179.0,10375900.0
Russian Federation,1995,female,35-54 years,3328.0,20339300.0
Russian Federation,1995,female,5-14 years,78.0,11419400.0
Russian Federation,1995,female,55-74 years,3499.0,17293700.0
Russian Federation,1995,female,75+ years,1546.0,4436700.0
Russian Federation,1995,male,15-24 years,5733.0,10678300.0
Russian Federation,1995,male,25-34 years,9787.0,10700700.0
Russian Federation,1995,male,35-54 years,21706.0,19249600.0
Russian Federation,1995,male,5-14 years,355.0,11854400.0
Russian Federation,1995,male,55-74 years,11152.0,11227000.0
Russian Federation,1995,male,75+ years,1182.0,1258900.0
Russian Federation,1996,female,15-24 years,904.0,10409100.0
Russian Federation,1996,female,25-34 years,1127.0,10062400.0
Russian Federation,1996,female,35-54 years,2953.0,20618800.0
Russian Federation,1996,female,5-14 years,78.0,11267400.0
Russian Federation,1996,female,55-74 years,3205.0,17502200.0
Russian Federation,1996,female,75+ years,1418.0,4369100.0
Russian Federation,1996,male,15-24 years,5784.0,10772000.0
Russian Federation,1996,male,25-34 years,9214.0,10443600.0
Russian Federation,1996,male,35-54 years,20562.0,19507100.0
Russian Federation,1996,male,5-14 years,320.0,11716700.0
Russian Federation,1996,male,55-74 years,10754.0,11361400.0
Russian Federation,1996,male,75+ years,1192.0,1242800.0
Russian Federation,1997,female,15-24 years,945.0,10556600.0
Russian Federation,1997,female,25-34 years,1050.0,9833800.0
Russian Federation,1997,female,35-54 years,2819.0,21047500.0
Russian Federation,1997,female,5-14 years,76.0,10988200.0
Russian Federation,1997,female,55-74 years,3180.0,17453600.0
Russian Federation,1997,female,75+ years,1424.0,4360900.0
Russian Federation,1997,male,15-24 years,5780.0,10874000.0
Russian Federation,1997,male,25-34 years,8222.0,10242100.0
Russian Federation,1997,male,35-54 years,18973.0,19913400.0
Russian Federation,1997,male,5-14 years,346.0,11444500.0
Russian Federation,1997,male,55-74 years,10726.0,11327500.0
Russian Federation,1997,male,75+ years,1205.0,1241100.0
Russian Federation,1998,female,15-24 years,927.0,10752700.0
Russian Federation,1998,female,25-34 years,902.0,9685600.0
Russian Federation,1998,female,35-54 years,2715.0,21695000.0
Russian Federation,1998,female,5-14 years,79.0,10548900.0
Russian Federation,1998,female,55-74 years,2917.0,17046200.0
Russian Federation,1998,female,75+ years,1431.0,4434700.0
Russian Federation,1998,male,15-24 years,5729.0,11040600.0
Russian Federation,1998,male,25-34 years,7634.0,10104200.0
Russian Federation,1998,male,35-54 years,18058.0,20487900.0
Russian Federation,1998,male,5-14 years,333.0,11006800.0
Russian Federation,1998,male,55-74 years,9683.0,11058100.0
Russian Federation,1998,male,75+ years,1110.0,1261400.0
Russian Federation,1999,female,15-24 years,1080.0,10957600.0
Russian Federation,1999,female,25-34 years,1041.0,9616300.0
Russian Federation,1999,female,35-54 years,3128.0,22337800.0
Russian Federation,1999,female,5-14 years,98.0,10037400.0
Russian Federation,1999,female,55-74 years,3072.0,16457600.0
Russian Federation,1999,female,75+ years,1490.0,4569600.0
Russian Federation,1999,male,15-24 years,6120.0,11232900.0
Russian Federation,1999,male,25-34 years,8101.0,10022400.0
Russian Federation,1999,male,35-54 years,20705.0,21016400.0
Russian Federation,1999,male,5-14 years,402.0,10490300.0
Russian Federation,1999,male,55-74 years,10609.0,10669100.0
Russian Federation,1999,male,75+ years,1128.0,1310400.0
Russian Federation,2000,female,15-24 years,1015.0,11120027.0
Russian Federation,2000,female,25-34 years,1027.0,9648389.0
Russian Federation,2000,female,35-54 years,2926.0,22830770.0
Russian Federation,2000,female,5-14 years,103.0,9543220.0
Russian Federation,2000,female,55-74 years,2646.0,15887955.0
Russian Federation,2000,female,75+ years,1382.0,4729070.0
Russian Federation,2000,male,15-24 years,6578.0,11393600.0
Russian Federation,2000,male,25-34 years,8654.0,10025181.0
Russian Federation,2000,male,35-54 years,21063.0,21378098.0
Russian Federation,2000,male,5-14 years,404.0,9986252.0
Russian Federation,2000,male,55-74 years,9656.0,10282841.0
Russian Federation,2000,male,75+ years,1165.0,1380292.0
Russian Federation,2001,female,15-24 years,1065.0,11270161.0
Russian Federation,2001,female,25-34 years,1087.0,9733290.0
Russian Federation,2001,female,35-54 years,2920.0,23046634.0
Russian Federation,2001,female,5-14 years,114.0,8998521.0
Russian Federation,2001,female,55-74 years,2471.0,15506563.0
Russian Federation,2001,female,75+ years,1349.0,4919708.0
Russian Federation,2001,male,15-24 years,6945.0,11547645.0
Russian Federation,2001,male,25-34 years,8886.0,10078045.0
Russian Federation,2001,male,35-54 years,21262.0,21476420.0
Russian Federation,2001,male,5-14 years,389.0,9428879.0
Russian Federation,2001,male,55-74 years,9234.0,10030533.0
Russian Federation,2001,male,75+ years,1236.0,1485110.0
Russian Federation,2002,female,15-24 years,1054.0,11425220.0
Russian Federation,2002,female,25-34 years,1086.0,9838656.0
Russian Federation,2002,female,35-54 years,2910.0,22995821.0
Russian Federation,2002,female,5-14 years,83.0,8396266.0
Russian Federation,2002,female,55-74 years,2472.0,15292297.0
Russian Federation,2002,female,75+ years,1452.0,5126645.0
Russian Federation,2002,male,15-24 years,6667.0,11714752.0
Russian Federation,2002,male,25-34 years,8696.0,10156286.0
Russian Federation,2002,male,35-54 years,20119.0,21320535.0
Russian Federation,2002,male,5-14 years,338.0,8810074.0
Russian Federation,2002,male,55-74 years,8850.0,9892090.0
Russian Federation,2002,male,75+ years,1297.0,1622258.0
Russian Federation,2003,female,15-24 years,969.0,11942216.0
Russian Federation,2003,female,25-34 years,1050.0,10257511.0
Russian Federation,2003,female,35-54 years,2718.0,23024470.0
Russian Federation,2003,female,5-14 years,79.0,7960126.0
Russian Federation,2003,female,55-74 years,2214.0,15243314.0
Russian Federation,2003,female,75+ years,1420.0,5170321.0
Russian Federation,2003,male,15-24 years,6134.0,12256012.0
Russian Federation,2003,male,25-34 years,8085.0,10260634.0
Russian Federation,2003,male,35-54 years,18681.0,21007346.0
Russian Federation,2003,male,5-14 years,284.0,8328381.0
Russian Federation,2003,male,55-74 years,8314.0,9920853.0
Russian Federation,2003,male,75+ years,1497.0,1648684.0
Russian Federation,2004,female,15-24 years,992.0,12088752.0
Russian Federation,2004,female,25-34 years,1042.0,10494419.0
Russian Federation,2004,female,35-54 years,2668.0,22956701.0
Russian Federation,2004,female,5-14 years,73.0,7572781.0
Russian Federation,2004,female,55-74 years,2029.0,15236313.0
Russian Federation,2004,female,75+ years,1398.0,5370057.0
Russian Federation,2004,male,15-24 years,5891.0,12425537.0
Russian Federation,2004,male,25-34 years,7955.0,10461766.0
Russian Federation,2004,male,35-54 years,17465.0,20843896.0
Russian Federation,2004,male,5-14 years,288.0,7919935.0
Russian Federation,2004,male,55-74 years,7715.0,9924764.0
Russian Federation,2004,male,75+ years,1580.0,1776778.0
Russian Federation,2005,female,15-24 years,904.0,12011488.0
Russian Federation,2005,female,25-34 years,992.0,10640505.0
Russian Federation,2005,female,35-54 years,2311.0,22722081.0
Russian Federation,2005,female,5-14 years,69.0,7138064.0
Russian Federation,2005,female,55-74 years,1884.0,15297324.0
Russian Federation,2005,female,75+ years,1304.0,5535287.0
Russian Federation,2005,male,15-24 years,5750.0,12357989.0
Russian Federation,2005,male,25-34 years,7796.0,10578048.0
Russian Federation,2005,male,35-54 years,15843.0,20550405.0
Russian Federation,2005,male,5-14 years,206.0,7467908.0
Russian Federation,2005,male,55-74 years,7144.0,9977150.0
Russian Federation,2005,male,75+ years,1599.0,1885942.0
Russian Federation,2006,female,15-24 years,869.0,11819245.0
Russian Federation,2006,female,25-34 years,974.0,10784340.0
Russian Federation,2006,female,35-54 years,2189.0,22545749.0
Russian Federation,2006,female,5-14 years,75.0,6808787.0
Russian Federation,2006,female,55-74 years,1719.0,15405634.0
Russian Federation,2006,female,75+ years,1401.0,5646287.0
Russian Federation,2006,male,15-24 years,5319.0,12174930.0
Russian Federation,2006,male,25-34 years,7584.0,10691395.0
Russian Federation,2006,male,35-54 years,14020.0,20336306.0
Russian Federation,2006,male,5-14 years,201.0,7123987.0
Russian Federation,2006,male,55-74 years,6562.0,10054153.0
Russian Federation,2006,male,75+ years,1701.0,1966649.0
Russian Federation,2007,female,15-24 years,949.0,11502702.0
Russian Federation,2007,female,25-34 years,1051.0,10944247.0
Russian Federation,2007,female,35-54 years,2176.0,22379725.0
Russian Federation,2007,female,5-14 years,69.0,6605348.0
Russian Federation,2007,female,55-74 years,1738.0,15620091.0
Russian Federation,2007,female,75+ years,1358.0,5710937.0
Russian Federation,2007,male,15-24 years,5257.0,11862129.0
Russian Federation,2007,male,25-34 years,7483.0,10843276.0
Russian Federation,2007,male,35-54 years,13065.0,20173873.0
Russian Federation,2007,male,5-14 years,192.0,6911384.0
Russian Federation,2007,male,55-74 years,6151.0,10209479.0
Russian Federation,2007,male,75+ years,1660.0,2015773.0
Russian Federation,2008,female,15-24 years,916.0,11025088.0
Russian Federation,2008,female,25-34 years,981.0,11179123.0
Russian Federation,2008,female,35-54 years,2040.0,22229346.0
Russian Federation,2008,female,5-14 years,90.0,6539687.0
Russian Federation,2008,female,55-74 years,1613.0,15906813.0
Russian Federation,2008,female,75+ years,1285.0,5714841.0
Russian Federation,2008,male,15-24 years,4863.0,11377099.0
Russian Federation,2008,male,25-34 years,6860.0,11091377.0
Russian Federation,2008,male,35-54 years,11848.0,20041975.0
Russian Federation,2008,male,5-14 years,148.0,6848169.0
Russian Federation,2008,male,55-74 years,5855.0,10403205.0
Russian Federation,2008,male,75+ years,1712.0,2029226.0
Russian Federation,2009,female,15-24 years,839.0,10472951.0
Russian Federation,2009,female,25-34 years,986.0,11440839.0
Russian Federation,2009,female,35-54 years,1930.0,22050450.0
Russian Federation,2009,female,5-14 years,78.0,6552868.0
Russian Federation,2009,female,55-74 years,1519.0,16287675.0
Russian Federation,2009,female,75+ years,1133.0,5657810.0
Russian Federation,2009,male,15-24 years,4632.0,10819693.0
Russian Federation,2009,male,25-34 years,7233.0,11373727.0
Russian Federation,2009,male,35-54 years,11721.0,19901557.0
Russian Federation,2009,male,5-14 years,166.0,6869835.0
Russian Federation,2009,male,55-74 years,5637.0,10645241.0
Russian Federation,2009,male,75+ years,1534.0,2012787.0
Russian Federation,2010,female,15-24 years,763.0,10241329.0
Russian Federation,2010,female,25-34 years,893.0,11473939.0
Russian Federation,2010,female,35-54 years,1680.0,21894031.0
Russian Federation,2010,female,5-14 years,64.0,6682338.0
Russian Federation,2010,female,55-74 years,1354.0,16921727.0
Russian Federation,2010,female,75+ years,1041.0,5711389.0
Russian Federation,2010,male,15-24 years,3934.0,10546669.0
Russian Federation,2010,male,25-34 years,6508.0,11398127.0
Russian Federation,2010,male,35-54 years,10304.0,19786280.0
Russian Federation,2010,male,5-14 years,131.0,7012170.0
Russian Federation,2010,male,55-74 years,5178.0,11174530.0
Russian Federation,2010,male,75+ years,1506.0,2023458.0
Russian Federation,2011,female,15-24 years,740.0,9723773.0
Russian Federation,2011,female,25-34 years,843.0,11638171.0
Russian Federation,2011,female,35-54 years,1515.0,21733089.0
Russian Federation,2011,female,5-14 years,67.0,6720399.0
Russian Federation,2011,female,55-74 years,1300.0,17200185.0
Russian Federation,2011,female,75+ years,1103.0,5829088.0
Russian Federation,2011,male,15-24 years,3569.0,10070836.0
Russian Federation,2011,male,25-34 years,6011.0,11598196.0
Russian Federation,2011,male,35-54 years,9411.0,19684905.0
Russian Federation,2011,male,5-14 years,102.0,7052757.0
Russian Federation,2011,male,55-74 years,4892.0,11401026.0
Russian Federation,2011,male,75+ years,1485.0,2093449.0
Russian Federation,2012,female,15-24 years,627.0,9131383.0
Russian Federation,2012,female,25-34 years,866.0,11827264.0
Russian Federation,2012,female,35-54 years,1572.0,21564691.0
Russian Federation,2012,female,5-14 years,65.0,6819793.0
Russian Federation,2012,female,55-74 years,1229.0,17375445.0
Russian Federation,2012,female,75+ years,1095.0,6062562.0
Russian Federation,2012,male,15-24 years,3275.0,9484213.0
Russian Federation,2012,male,25-34 years,5762.0,11845892.0
Russian Federation,2012,male,35-54 years,8755.0,19588712.0
Russian Federation,2012,male,5-14 years,107.0,7159170.0
Russian Federation,2012,male,55-74 years,4804.0,11597408.0
Russian Federation,2012,male,75+ years,1486.0,2211989.0
Russian Federation,2013,female,15-24 years,511.0,8554683.0
Russian Federation,2013,female,25-34 years,803.0,11984461.0
Russian Federation,2013,female,35-54 years,1454.0,21385188.0
Russian Federation,2013,female,5-14 years,54.0,6979537.0
Russian Federation,2013,female,55-74 years,1154.0,17517861.0
Russian Federation,2013,female,75+ years,1000.0,6355318.0
Russian Federation,2013,male,15-24 years,2770.0,8908926.0
Russian Federation,2013,male,25-34 years,5825.0,12057910.0
Russian Federation,2013,male,35-54 years,8815.0,19484117.0
Russian Federation,2013,male,5-14 years,111.0,7327888.0
Russian Federation,2013,male,55-74 years,4644.0,11808589.0
Russian Federation,2013,male,75+ years,1549.0,2349484.0
Russian Federation,2014,female,15-24 years,467.0,8554683.0
Russian Federation,2014,female,25-34 years,723.0,11984461.0
Russian Federation,2014,female,35-54 years,1297.0,21385188.0
Russian Federation,2014,female,5-14 years,44.0,6979537.0
Russian Federation,2014,female,55-74 years,1105.0,17517861.0
Russian Federation,2014,female,75+ years,1019.0,6355318.0
Russian Federation,2014,male,15-24 years,2311.0,8908926.0
Russian Federation,2014,male,25-34 years,5276.0,12057910.0
Russian Federation,2014,male,35-54 years,8105.0,19484117.0
Russian Federation,2014,male,5-14 years,96.0,7327888.0
Russian Federation,2014,male,55-74 years,4501.0,11808589.0
Russian Federation,2014,male,75+ years,1597.0,2349484.0
Russian Federation,2015,female,15-24 years,378.0,7653174.0
Russian Federation,2015,female,25-34 years,730.0,12264840.0
Russian Federation,2015,female,35-54 years,1391.0,21387236.0
Russian Federation,2015,female,5-14 years,57.0,7464309.0
Russian Federation,2015,female,55-74 years,1062.0,18280577.0
Russian Federation,2015,female,75+ years,953.0,6957819.0
Russian Federation,2015,male,15-24 years,1928.0,7995706.0
Russian Federation,2015,male,25-34 years,4994.0,12407057.0
Russian Federation,2015,male,35-54 years,7898.0,19598084.0
Russian Federation,2015,male,5-14 years,79.0,7836667.0
Russian Federation,2015,male,55-74 years,4443.0,12564884.0
Russian Federation,2015,male,75+ years,1519.0,2608590.0
Ukraine,1995,female,15-24 years,187.0,3596300.0
Ukraine,1995,female,25-34 years,243.0,3568500.0
Ukraine,1995,female,35-54 years,752.0,6952800.0
Ukraine,1995,female,5-14 years,16.0,3697600.0
Ukraine,1995,female,55-74 years,1029.0,6535200.0
Ukraine,1995,female,75+ years,405.0,1716300.0
Ukraine,1995,male,15-24 years,948.0,3722600.0
Ukraine,1995,male,25-34 years,1854.0,3534800.0
Ukraine,1995,male,35-54 years,4986.0,6306200.0
Ukraine,1995,male,5-14 years,68.0,3834000.0
Ukraine,1995,male,55-74 years,3505.0,4375300.0
Ukraine,1995,male,75+ years,548.0,575700.0
Ukraine,1996,female,15-24 years,165.0,3595700.0
Ukraine,1996,female,25-34 years,248.0,3485900.0
Ukraine,1996,female,35-54 years,783.0,6949100.0
Ukraine,1996,female,5-14 years,12.0,3643500.0
Ukraine,1996,female,55-74 years,1079.0,6561400.0
Ukraine,1996,female,75+ years,378.0,1692100.0
Ukraine,1996,male,15-24 years,1023.0,3723000.0
Ukraine,1996,male,25-34 years,1870.0,3471700.0
Ukraine,1996,male,35-54 years,5203.0,6305700.0
Ukraine,1996,male,5-14 years,76.0,3782500.0
Ukraine,1996,male,55-74 years,3821.0,4397200.0
Ukraine,1996,male,75+ years,502.0,566700.0
Ukraine,1997,female,15-24 years,172.0,3582900.0
Ukraine,1997,female,25-34 years,248.0,3431000.0
Ukraine,1997,female,35-54 years,795.0,6985700.0
Ukraine,1997,female,5-14 years,17.0,3572200.0
Ukraine,1997,female,55-74 years,1152.0,6513400.0
Ukraine,1997,female,75+ years,409.0,1699100.0
Ukraine,1997,male,15-24 years,986.0,3702700.0
Ukraine,1997,male,25-34 years,1859.0,3444700.0
Ukraine,1997,male,35-54 years,4994.0,6339200.0
Ukraine,1997,male,5-14 years,61.0,3713800.0
Ukraine,1997,male,55-74 years,3735.0,4369600.0
Ukraine,1997,male,75+ years,475.0,568700.0
Ukraine,1998,female,15-24 years,196.0,3589900.0
Ukraine,1998,female,25-34 years,219.0,3392600.0
Ukraine,1998,female,35-54 years,814.0,7089100.0
Ukraine,1998,female,5-14 years,25.0,3462400.0
Ukraine,1998,female,55-74 years,1155.0,6376000.0
Ukraine,1998,female,75+ years,432.0,1731300.0
Ukraine,1998,male,15-24 years,1049.0,3701100.0
Ukraine,1998,male,25-34 years,1830.0,3435200.0
Ukraine,1998,male,35-54 years,4969.0,6430500.0
Ukraine,1998,male,5-14 years,53.0,3605000.0
Ukraine,1998,male,55-74 years,3589.0,4280900.0
Ukraine,1998,male,75+ years,458.0,581400.0
Ukraine,1999,female,15-24 years,158.0,3614400.0
Ukraine,1999,female,25-34 years,247.0,3372900.0
Ukraine,1999,female,35-54 years,765.0,7197600.0
Ukraine,1999,female,5-14 years,14.0,3324800.0
Ukraine,1999,female,55-74 years,1002.0,6200500.0
Ukraine,1999,female,75+ years,451.0,1784000.0
Ukraine,1999,male,15-24 years,1054.0,3720800.0
Ukraine,1999,male,25-34 years,1800.0,3434800.0
Ukraine,1999,male,35-54 years,4878.0,6525800.0
Ukraine,1999,male,5-14 years,79.0,3467900.0
Ukraine,1999,male,55-74 years,3489.0,4166600.0
Ukraine,1999,male,75+ years,426.0,605300.0
Ukraine,2000,female,15-24 years,196.0,3630400.0
Ukraine,2000,female,25-34 years,251.0,3382900.0
Ukraine,2000,female,35-54 years,774.0,7293800.0
Ukraine,2000,female,5-14 years,21.0,3181200.0
Ukraine,2000,female,55-74 years,956.0,6006000.0
Ukraine,2000,female,75+ years,435.0,1844800.0
Ukraine,2000,male,15-24 years,1097.0,3738100.0
Ukraine,2000,male,25-34 years,1740.0,3450300.0
Ukraine,2000,male,35-54 years,5076.0,6605200.0
Ukraine,2000,male,5-14 years,95.0,3325300.0
Ukraine,2000,male,55-74 years,3380.0,4033000.0
Ukraine,2000,male,75+ years,446.0,634400.0
Ukraine,2001,female,15-24 years,147.0,3645803.0
Ukraine,2001,female,25-34 years,218.0,3402526.0
Ukraine,2001,female,35-54 years,649.0,7353384.0
Ukraine,2001,female,5-14 years,16.0,3024966.0
Ukraine,2001,female,55-74 years,775.0,5837138.0
Ukraine,2001,female,75+ years,387.0,1908369.0
Ukraine,2001,male,15-24 years,1073.0,3754386.0
Ukraine,2001,male,25-34 years,1633.0,3474267.0
Ukraine,2001,male,35-54 years,4698.0,6650575.0
Ukraine,2001,male,5-14 years,67.0,3170134.0
Ukraine,2001,male,55-74 years,3001.0,3915328.0
Ukraine,2001,male,75+ years,467.0,669093.0
Ukraine,2002,female,15-24 years,142.0,3643296.0
Ukraine,2002,female,25-34 years,218.0,3329776.0
Ukraine,2002,female,35-54 years,673.0,7327153.0
Ukraine,2002,female,5-14 years,13.0,2823973.0
Ukraine,2002,female,55-74 years,759.0,5786181.0
Ukraine,2002,female,75+ years,364.0,1946556.0
Ukraine,2002,male,15-24 years,998.0,3782174.0
Ukraine,2002,male,25-34 years,1660.0,3300031.0
Ukraine,2002,male,35-54 years,4398.0,6565032.0
Ukraine,2002,male,5-14 years,55.0,2968238.0
Ukraine,2002,male,55-74 years,2738.0,3911379.0
Ukraine,2002,male,75+ years,518.0,676228.0
Ukraine,2003,female,15-24 years,131.0,3659937.0
Ukraine,2003,female,25-34 years,214.0,3341089.0
Ukraine,2003,female,35-54 years,669.0,7305670.0
Ukraine,2003,female,5-14 years,17.0,2668337.0
Ukraine,2003,female,55-74 years,738.0,5689228.0
Ukraine,2003,female,75+ years,381.0,2008320.0
Ukraine,2003,male,15-24 years,994.0,3808250.0
Ukraine,2003,male,25-34 years,1628.0,3316494.0
Ukraine,2003,male,35-54 years,4312.0,6534189.0
Ukraine,2003,male,5-14 years,50.0,2804341.0
Ukraine,2003,male,55-74 years,2648.0,3837902.0
Ukraine,2003,male,75+ years,531.0,723626.0
Ukraine,2004,female,15-24 years,109.0,3656474.0
Ukraine,2004,female,25-34 years,183.0,3360017.0
Ukraine,2004,female,35-54 years,585.0,7238033.0
Ukraine,2004,female,5-14 years,12.0,2520560.0
Ukraine,2004,female,55-74 years,603.0,5648458.0
Ukraine,2004,female,75+ years,373.0,2061225.0
Ukraine,2004,male,15-24 years,944.0,3810633.0
Ukraine,2004,male,25-34 years,1489.0,3342201.0
Ukraine,2004,male,35-54 years,4132.0,6464700.0
Ukraine,2004,male,5-14 years,58.0,2649047.0
Ukraine,2004,male,55-74 years,2260.0,3807447.0
Ukraine,2004,male,75+ years,508.0,764031.0
Ukraine,2005,female,15-24 years,139.0,3626595.0
Ukraine,2005,female,25-34 years,182.0,3380536.0
Ukraine,2005,female,35-54 years,515.0,7160448.0
Ukraine,2005,female,5-14 years,7.0,2384747.0
Ukraine,2005,female,55-74 years,576.0,5634590.0
Ukraine,2005,female,75+ years,342.0,2109628.0
Ukraine,2005,male,15-24 years,861.0,3784581.0
Ukraine,2005,male,25-34 years,1467.0,3369930.0
Ukraine,2005,male,35-54 years,3771.0,6387431.0
Ukraine,2005,male,5-14 years,49.0,2506950.0
Ukraine,2005,male,55-74 years,2151.0,3793291.0
Ukraine,2005,male,75+ years,561.0,800543.0
Ukraine,2006,female,15-24 years,98.0,3577436.0
Ukraine,2006,female,25-34 years,170.0,3394295.0
Ukraine,2006,female,35-54 years,540.0,7108424.0
